DATE;Season;VISITOR;V.PTS;HOME;H.PTS;OT;
3/17/2010;2010;New Jersey Nets;97;Philadelphia 76ers;108;;
3/17/2010;2010;Atlanta Hawks;105;Toronto Raptors;106;;
3/17/2010;2010;Minnesota Timberwolves;100;Utah Jazz;122;;
3/18/2010;2010;New Orleans Hornets;80;Denver Nuggets;93;;
3/18/2010;2010;Orlando Magic;108;Miami Heat;102;OT;
3/19/2010;2010;Charlotte Bobcats;92;Atlanta Hawks;93;OT;
3/19/2010;2010;Cleveland Cavaliers;92;Chicago Bulls;85;;
3/19/2010;2010;Boston Celtics;94;Houston Rockets;87;;
3/19/2010;2010;Detroit Pistons;102;Indiana Pacers;106;;
3/19/2010;2010;Minnesota Timberwolves;96;Los Angeles Lakers;104;;
3/19/2010;2010;Philadelphia 76ers;88;New York Knicks;92;;
3/19/2010;2010;Utah Jazz;100;Phoenix Suns;110;;
3/19/2010;2010;Washington Wizards;74;Portland Trail Blazers;76;;
3/19/2010;2010;Milwaukee Bucks;114;Sacramento Kings;108;2OT;
3/19/2010;2010;Golden State Warriors;116;San Antonio Spurs;147;;
3/19/2010;2010;Oklahoma City Thunder;115;Toronto Raptors;89;;
3/20/2010;2010;Boston Celtics;102;Dallas Mavericks;93;;
3/20/2010;2010;Milwaukee Bucks;102;Denver Nuggets;97;;
3/20/2010;2010;Golden State Warriors;107;Memphis Grizzlies;123;;
3/20/2010;2010;Charlotte Bobcats;71;Miami Heat;77;;
3/20/2010;2010;Toronto Raptors;100;New Jersey Nets;90;;
3/20/2010;2010;Chicago Bulls;98;Philadelphia 76ers;84;;
3/20/2010;2010;New Orleans Hornets;86;Utah Jazz;106;;
3/21/2010;2010;San Antonio Spurs;114;Atlanta Hawks;119;OT;
3/21/2010;2010;Detroit Pistons;79;Cleveland Cavaliers;104;;
3/21/2010;2010;Oklahoma City Thunder;101;Indiana Pacers;121;;
3/21/2010;2010;Sacramento Kings;102;Los Angeles Clippers;89;;
3/21/2010;2010;Washington Wizards;92;Los Angeles Lakers;99;;
3/21/2010;2010;Houston Rockets;116;New York Knicks;112;;
3/21/2010;2010;Portland Trail Blazers;87;Phoenix Suns;93;;
3/22/2010;2010;Houston Rockets;88;Chicago Bulls;98;;
3/22/2010;2010;Phoenix Suns;133;Golden State Warriors;131;;
3/22/2010;2010;Atlanta Hawks;95;Milwaukee Bucks;98;;
3/22/2010;2010;Toronto Raptors;106;Minnesota Timberwolves;100;;
3/22/2010;2010;Miami Heat;99;New Jersey Nets;89;;
3/22/2010;2010;Dallas Mavericks;99;New Orleans Hornets;115;;
3/22/2010;2010;San Antonio Spurs;99;Oklahoma City Thunder;96;;
3/22/2010;2010;Orlando Magic;109;Philadelphia 76ers;93;;
3/22/2010;2010;Memphis Grizzlies;102;Sacramento Kings;85;;
3/22/2010;2010;Boston Celtics;97;Utah Jazz;110;;
3/23/2010;2010;Los Angeles Clippers;96;Dallas Mavericks;106;;
3/23/2010;2010;Indiana Pacers;98;Detroit Pistons;83;;
3/23/2010;2010;Denver Nuggets;104;New York Knicks;109;;
3/23/2010;2010;Charlotte Bobcats;95;Washington Wizards;86;OT;
3/24/2010;2010;Orlando Magic;84;Atlanta Hawks;86;;
3/24/2010;2010;Denver Nuggets;99;Boston Celtics;113;;
3/24/2010;2010;Minnesota Timberwolves;95;Charlotte Bobcats;108;;
3/24/2010;2010;Memphis Grizzlies;110;Golden State Warriors;128;;
3/24/2010;2010;Washington Wizards;82;Indiana Pacers;99;;
3/24/2010;2010;Philadelphia 76ers;101;Milwaukee Bucks;86;;
3/24/2010;2010;Sacramento Kings;79;New Jersey Nets;93;;
3/24/2010;2010;Cleveland Cavaliers;105;New Orleans Hornets;92;;
3/24/2010;2010;Houston Rockets;104;Oklahoma City Thunder;122;;
3/24/2010;2010;Los Angeles Lakers;92;San Antonio Spurs;83;;
3/24/2010;2010;Utah Jazz;113;Toronto Raptors;87;;
3/25/2010;2010;Miami Heat;103;Chicago Bulls;74;;
3/25/2010;2010;Los Angeles Clippers;99;Houston Rockets;93;;
3/25/2010;2010;Dallas Mavericks;89;Portland Trail Blazers;101;;
3/26/2010;2010;Sacramento Kings;86;Boston Celtics;94;;
3/26/2010;2010;Washington Wizards;96;Charlotte Bobcats;107;;
3/26/2010;2010;Utah Jazz;106;Indiana Pacers;122;;
3/26/2010;2010;Miami Heat;87;Milwaukee Bucks;74;;
3/26/2010;2010;Detroit Pistons;110;New Jersey Nets;118;;
3/26/2010;2010;Los Angeles Lakers;75;Oklahoma City Thunder;91;;
3/26/2010;2010;Minnesota Timberwolves;97;Orlando Magic;106;;
3/26/2010;2010;Atlanta Hawks;98;Philadelphia 76ers;105;;
3/26/2010;2010;New York Knicks;96;Phoenix Suns;132;;
3/26/2010;2010;Cleveland Cavaliers;97;San Antonio Spurs;102;;
3/26/2010;2010;Denver Nuggets;97;Toronto Raptors;96;;
3/27/2010;2010;New Jersey Nets;83;Chicago Bulls;106;;
3/27/2010;2010;Dallas Mavericks;111;Golden State Warriors;90;;
3/27/2010;2010;Los Angeles Lakers;109;Houston Rockets;101;;
3/27/2010;2010;Portland Trail Blazers;112;New Orleans Hornets;101;;
3/27/2010;2010;Utah Jazz;103;Washington Wizards;87;;
3/28/2010;2010;Indiana Pacers;84;Atlanta Hawks;94;;
3/28/2010;2010;San Antonio Spurs;94;Boston Celtics;73;;
3/28/2010;2010;Sacramento Kings;90;Cleveland Cavaliers;97;;
3/28/2010;2010;Chicago Bulls;110;Detroit Pistons;103;;
3/28/2010;2010;Golden State Warriors;121;Los Angeles Clippers;103;;
3/28/2010;2010;Toronto Raptors;94;Miami Heat;97;;
3/28/2010;2010;Memphis Grizzlies;103;Milwaukee Bucks;108;OT;
3/28/2010;2010;Phoenix Suns;111;Minnesota Timberwolves;105;;
3/28/2010;2010;Portland Trail Blazers;92;Oklahoma City Thunder;87;;
3/28/2010;2010;Denver Nuggets;97;Orlando Magic;103;;
3/29/2010;2010;Toronto Raptors;103;Charlotte Bobcats;101;;
3/29/2010;2010;Denver Nuggets;93;Dallas Mavericks;109;;
3/29/2010;2010;San Antonio Spurs;84;New Jersey Nets;90;;
3/29/2010;2010;Los Angeles Lakers;100;New Orleans Hornets;108;;
3/29/2010;2010;New York Knicks;98;Utah Jazz;103;;
3/30/2010;2010;Phoenix Suns;111;Chicago Bulls;105;;
3/30/2010;2010;Washington Wizards;94;Houston Rockets;98;;
3/30/2010;2010;Sacramento Kings;95;Indiana Pacers;102;;
3/30/2010;2010;Los Angeles Clippers;89;Milwaukee Bucks;107;;
3/30/2010;2010;Oklahoma City Thunder;111;Philadelphia 76ers;93;;
3/31/2010;2010;Los Angeles Lakers;92;Atlanta Hawks;109;;
3/31/2010;2010;Oklahoma City Thunder;109;Boston Celtics;104;;
3/31/2010;2010;Philadelphia 76ers;84;Charlotte Bobcats;103;;
3/31/2010;2010;Milwaukee Bucks;98;Cleveland Cavaliers;101;;
3/31/2010;2010;Miami Heat;98;Detroit Pistons;81;;
3/31/2010;2010;Dallas Mavericks;106;Memphis Grizzlies;102;OT;
3/31/2010;2010;Sacramento Kings;99;Minnesota Timberwolves;108;;
3/31/2010;2010;Phoenix Suns;116;New Jersey Nets;105;;
3/31/2010;2010;Washington Wizards;96;New Orleans Hornets;91;;
3/31/2010;2010;New York Knicks;90;Portland Trail Blazers;118;;
3/31/2010;2010;Houston Rockets;102;San Antonio Spurs;119;;
3/31/2010;2010;Los Angeles Clippers;92;Toronto Raptors;114;;
3/31/2010;2010;Golden State Warriors;104;Utah Jazz;128;;
4/1/2010;2010;Orlando Magic;97;Dallas Mavericks;82;;
4/1/2010;2010;Portland Trail Blazers;92;Denver Nuggets;109;;
4/2/2010;2010;Houston Rockets;119;Boston Celtics;114;OT;
4/2/2010;2010;Milwaukee Bucks;86;Charlotte Bobcats;87;OT;
4/2/2010;2010;Atlanta Hawks;88;Cleveland Cavaliers;93;;
4/2/2010;2010;Phoenix Suns;109;Detroit Pistons;94;;
4/2/2010;2010;New York Knicks;117;Golden State Warriors;128;;
4/2/2010;2010;Miami Heat;105;Indiana Pacers;96;OT;
4/2/2010;2010;Utah Jazz;92;Los Angeles Lakers;106;;
4/2/2010;2010;New Orleans Hornets;96;Memphis Grizzlies;107;;
4/2/2010;2010;Orlando Magic;100;San Antonio Spurs;112;;
4/2/2010;2010;Chicago Bulls;95;Washington Wizards;87;;
4/3/2010;2010;Detroit Pistons;85;Atlanta Hawks;91;;
4/3/2010;2010;Charlotte Bobcats;88;Chicago Bulls;96;;
4/3/2010;2010;Oklahoma City Thunder;121;Dallas Mavericks;116;;
4/3/2010;2010;Los Angeles Clippers;90;Denver Nuggets;98;;
4/3/2010;2010;Phoenix Suns;98;Milwaukee Bucks;107;;
4/3/2010;2010;Miami Heat;97;Minnesota Timberwolves;84;;
4/3/2010;2010;New Orleans Hornets;87;New Jersey Nets;115;;
4/3/2010;2010;Toronto Raptors;128;Philadelphia 76ers;123;OT;
4/3/2010;2010;Portland Trail Blazers;98;Sacramento Kings;87;;
4/4/2010;2010;Cleveland Cavaliers;113;Boston Celtics;117;;
4/4/2010;2010;Houston Rockets;102;Indiana Pacers;133;;
4/4/2010;2010;New York Knicks;113;Los Angeles Clippers;107;;
4/4/2010;2010;San Antonio Spurs;100;Los Angeles Lakers;81;;
4/4/2010;2010;Minnesota Timberwolves;108;Oklahoma City Thunder;116;;
4/4/2010;2010;Memphis Grizzlies;92;Orlando Magic;107;;
4/4/2010;2010;Golden State Warriors;113;Toronto Raptors;112;;
4/4/2010;2010;New Jersey Nets;99;Washington Wizards;109;;
4/6/2010;2010;Atlanta Hawks;100;Charlotte Bobcats;109;;
4/6/2010;2010;Milwaukee Bucks;79;Chicago Bulls;74;;
4/6/2010;2010;Toronto Raptors;101;Cleveland Cavaliers;113;;
4/6/2010;2010;Houston Rockets;113;Memphis Grizzlies;103;;
4/6/2010;2010;Boston Celtics;101;New York Knicks;104;;
4/6/2010;2010;Detroit Pistons;124;Philadelphia 76ers;103;;
4/6/2010;2010;San Antonio Spurs;95;Sacramento Kings;86;;
4/6/2010;2010;Oklahoma City Thunder;139;Utah Jazz;140;OT;
4/6/2010;2010;Golden State Warriors;94;Washington Wizards;112;;
4/7/2010;2010;Memphis Grizzlies;84;Dallas Mavericks;110;;
4/7/2010;2010;Atlanta Hawks;88;Detroit Pistons;90;;
4/7/2010;2010;Utah Jazz;96;Houston Rockets;113;;
4/7/2010;2010;New York Knicks;105;Indiana Pacers;113;;
4/7/2010;2010;Portland Trail Blazers;93;Los Angeles Clippers;85;;
4/7/2010;2010;Philadelphia 76ers;95;Miami Heat;99;;
4/7/2010;2010;New Jersey Nets;89;Milwaukee Bucks;108;;
4/7/2010;2010;Golden State Warriors;116;Minnesota Timberwolves;107;;
4/7/2010;2010;Charlotte Bobcats;104;New Orleans Hornets;103;;
4/7/2010;2010;Denver Nuggets;98;Oklahoma City Thunder;94;;
4/7/2010;2010;Washington Wizards;94;Orlando Magic;121;;
4/7/2010;2010;San Antonio Spurs;101;Phoenix Suns;112;;
4/7/2010;2010;Boston Celtics;115;Toronto Raptors;104;;
4/8/2010;2010;Cleveland Cavaliers;108;Chicago Bulls;109;;
4/8/2010;2010;Los Angeles Lakers;96;Denver Nuggets;98;;
4/8/2010;2010;Los Angeles Clippers;94;Sacramento Kings;116;;
4/9/2010;2010;Toronto Raptors;101;Atlanta Hawks;107;;
4/9/2010;2010;Washington Wizards;106;Boston Celtics;96;;
4/9/2010;2010;Indiana Pacers;116;Cleveland Cavaliers;113;;
4/9/2010;2010;Charlotte Bobcats;90;Houston Rockets;97;;
4/9/2010;2010;Detroit Pistons;106;Miami Heat;99;;
4/9/2010;2010;Los Angeles Lakers;97;Minnesota Timberwolves;88;;
4/9/2010;2010;Chicago Bulls;116;New Jersey Nets;127;2OT;
4/9/2010;2010;Utah Jazz;114;New Orleans Hornets;103;;
4/9/2010;2010;Phoenix Suns;91;Oklahoma City Thunder;96;;
4/9/2010;2010;New York Knicks;103;Orlando Magic;118;;
4/9/2010;2010;Milwaukee Bucks;95;Philadelphia 76ers;90;;
4/9/2010;2010;Dallas Mavericks;83;Portland Trail Blazers;77;;
4/9/2010;2010;Memphis Grizzlies;107;San Antonio Spurs;99;;
4/10/2010;2010;Detroit Pistons;95;Charlotte Bobcats;99;;
4/10/2010;2010;San Antonio Spurs;104;Denver Nuggets;85;;
4/10/2010;2010;New Jersey Nets;102;Indiana Pacers;115;;
4/10/2010;2010;Golden State Warriors;104;Los Angeles Clippers;107;;
4/10/2010;2010;Philadelphia 76ers;120;Memphis Grizzlies;101;;
4/10/2010;2010;Boston Celtics;105;Milwaukee Bucks;90;;
4/10/2010;2010;Dallas Mavericks;126;Sacramento Kings;108;;
4/10/2010;2010;Atlanta Hawks;105;Washington Wizards;95;;
4/11/2010;2010;Orlando Magic;98;Cleveland Cavaliers;92;;
4/11/2010;2010;Oklahoma City Thunder;117;Golden State Warriors;120;;
4/11/2010;2010;Portland Trail Blazers;91;Los Angeles Lakers;88;;
4/11/2010;2010;Minnesota Timberwolves;86;New Orleans Hornets;114;;
4/11/2010;2010;Miami Heat;111;New York Knicks;98;;
4/11/2010;2010;Houston Rockets;106;Phoenix Suns;116;;
4/11/2010;2010;Chicago Bulls;104;Toronto Raptors;88;;
4/12/2010;2010;Memphis Grizzlies;101;Denver Nuggets;123;;
4/12/2010;2010;Toronto Raptors;111;Detroit Pistons;97;;
4/12/2010;2010;Orlando Magic;118;Indiana Pacers;98;;
4/12/2010;2010;Dallas Mavericks;117;Los Angeles Clippers;94;;
4/12/2010;2010;Atlanta Hawks;104;Milwaukee Bucks;96;;
4/12/2010;2010;Charlotte Bobcats;105;New Jersey Nets;95;;
4/12/2010;2010;Washington Wizards;103;New York Knicks;114;;
4/12/2010;2010;Miami Heat;107;Philadelphia 76ers;105;;
4/12/2010;2010;Oklahoma City Thunder;95;Portland Trail Blazers;103;;
4/12/2010;2010;Houston Rockets;117;Sacramento Kings;107;;
4/12/2010;2010;Minnesota Timberwolves;111;San Antonio Spurs;133;;
4/13/2010;2010;Boston Celtics;93;Chicago Bulls;101;;
4/13/2010;2010;Utah Jazz;103;Golden State Warriors;94;;
4/13/2010;2010;Sacramento Kings;100;Los Angeles Lakers;106;;
4/13/2010;2010;Denver Nuggets;101;Phoenix Suns;123;;
4/14/2010;2010;Cleveland Cavaliers;83;Atlanta Hawks;99;;
4/14/2010;2010;Milwaukee Bucks;106;Boston Celtics;95;;
4/14/2010;2010;Chicago Bulls;98;Charlotte Bobcats;89;;
4/14/2010;2010;San Antonio Spurs;89;Dallas Mavericks;96;;
4/14/2010;2010;New Orleans Hornets;123;Houston Rockets;115;;
4/14/2010;2010;Los Angeles Lakers;91;Los Angeles Clippers;107;;
4/14/2010;2010;New Jersey Nets;86;Miami Heat;94;2OT;
4/14/2010;2010;Detroit Pistons;103;Minnesota Timberwolves;98;;
4/14/2010;2010;Memphis Grizzlies;105;Oklahoma City Thunder;114;;
4/14/2010;2010;Philadelphia 76ers;111;Orlando Magic;125;;
4/14/2010;2010;Golden State Warriors;122;Portland Trail Blazers;116;;
4/14/2010;2010;New York Knicks;113;Toronto Raptors;131;;
4/14/2010;2010;Phoenix Suns;100;Utah Jazz;86;;
4/14/2010;2010;Indiana Pacers;97;Washington Wizards;98;;
4/17/2010;2010;Milwaukee Bucks;92;Atlanta Hawks;102;;
4/17/2010;2010;Miami Heat;76;Boston Celtics;85;;
4/17/2010;2010;Chicago Bulls;83;Cleveland Cavaliers;96;;
4/17/2010;2010;Utah Jazz;113;Denver Nuggets;126;;
4/18/2010;2010;San Antonio Spurs;94;Dallas Mavericks;100;;
4/18/2010;2010;Oklahoma City Thunder;79;Los Angeles Lakers;87;;
4/18/2010;2010;Charlotte Bobcats;89;Orlando Magic;98;;
4/18/2010;2010;Portland Trail Blazers;105;Phoenix Suns;100;;
4/19/2010;2010;Chicago Bulls;102;Cleveland Cavaliers;112;;
4/19/2010;2010;Utah Jazz;114;Denver Nuggets;111;;
4/20/2010;2010;Milwaukee Bucks;86;Atlanta Hawks;96;;
4/20/2010;2010;Miami Heat;77;Boston Celtics;106;;
4/20/2010;2010;Oklahoma City Thunder;92;Los Angeles Lakers;95;;
4/20/2010;2010;Portland Trail Blazers;90;Phoenix Suns;119;;
4/21/2010;2010;San Antonio Spurs;102;Dallas Mavericks;88;;
4/21/2010;2010;Charlotte Bobcats;77;Orlando Magic;92;;
4/22/2010;2010;Cleveland Cavaliers;106;Chicago Bulls;108;;
4/22/2010;2010;Los Angeles Lakers;96;Oklahoma City Thunder;101;;
4/22/2010;2010;Phoenix Suns;108;Portland Trail Blazers;89;;
4/23/2010;2010;Boston Celtics;100;Miami Heat;98;;
4/23/2010;2010;Dallas Mavericks;90;San Antonio Spurs;94;;
4/23/2010;2010;Denver Nuggets;93;Utah Jazz;105;;
4/24/2010;2010;Orlando Magic;90;Charlotte Bobcats;86;;
4/24/2010;2010;Atlanta Hawks;89;Milwaukee Bucks;107;;
4/24/2010;2010;Los Angeles Lakers;89;Oklahoma City Thunder;110;;
4/24/2010;2010;Phoenix Suns;87;Portland Trail Blazers;96;;
4/25/2010;2010;Cleveland Cavaliers;121;Chicago Bulls;98;;
4/25/2010;2010;Boston Celtics;92;Miami Heat;101;;
4/25/2010;2010;Dallas Mavericks;89;San Antonio Spurs;92;;
4/25/2010;2010;Denver Nuggets;106;Utah Jazz;117;;
4/26/2010;2010;Orlando Magic;99;Charlotte Bobcats;90;;
4/26/2010;2010;Atlanta Hawks;104;Milwaukee Bucks;111;;
4/26/2010;2010;Portland Trail Blazers;88;Phoenix Suns;107;;
4/27/2010;2010;Miami Heat;86;Boston Celtics;96;;
4/27/2010;2010;Chicago Bulls;94;Cleveland Cavaliers;96;;
4/27/2010;2010;San Antonio Spurs;81;Dallas Mavericks;103;;
4/27/2010;2010;Oklahoma City Thunder;87;Los Angeles Lakers;111;;
4/28/2010;2010;Milwaukee Bucks;91;Atlanta Hawks;87;;
4/28/2010;2010;Utah Jazz;102;Denver Nuggets;116;;
4/29/2010;2010;Phoenix Suns;99;Portland Trail Blazers;90;;
4/29/2010;2010;Dallas Mavericks;87;San Antonio Spurs;97;;
4/30/2010;2010;Atlanta Hawks;83;Milwaukee Bucks;69;;
4/30/2010;2010;Los Angeles Lakers;95;Oklahoma City Thunder;94;;
4/30/2010;2010;Denver Nuggets;104;Utah Jazz;112;;
5/1/2010;2010;Boston Celtics;93;Cleveland Cavaliers;101;;
5/2/2010;2010;Milwaukee Bucks;74;Atlanta Hawks;95;;
5/2/2010;2010;Utah Jazz;99;Los Angeles Lakers;104;;
5/3/2010;2010;Boston Celtics;104;Cleveland Cavaliers;86;;
5/3/2010;2010;San Antonio Spurs;102;Phoenix Suns;111;;
5/4/2010;2010;Utah Jazz;103;Los Angeles Lakers;111;;
5/4/2010;2010;Atlanta Hawks;71;Orlando Magic;114;;
5/5/2010;2010;San Antonio Spurs;102;Phoenix Suns;110;;
5/6/2010;2010;Atlanta Hawks;98;Orlando Magic;112;;
5/7/2010;2010;Cleveland Cavaliers;124;Boston Celtics;95;;
5/7/2010;2010;Phoenix Suns;110;San Antonio Spurs;96;;
5/8/2010;2010;Orlando Magic;105;Atlanta Hawks;75;;
5/8/2010;2010;Los Angeles Lakers;111;Utah Jazz;110;;
5/9/2010;2010;Cleveland Cavaliers;87;Boston Celtics;97;;
5/9/2010;2010;Phoenix Suns;107;San Antonio Spurs;101;;
5/10/2010;2010;Orlando Magic;98;Atlanta Hawks;84;;
5/10/2010;2010;Los Angeles Lakers;111;Utah Jazz;96;;
5/11/2010;2010;Boston Celtics;120;Cleveland Cavaliers;88;;
5/13/2010;2010;Cleveland Cavaliers;85;Boston Celtics;94;;
5/16/2010;2010;Boston Celtics;92;Orlando Magic;88;;
5/17/2010;2010;Phoenix Suns;107;Los Angeles Lakers;128;;
5/18/2010;2010;Boston Celtics;95;Orlando Magic;92;;
5/19/2010;2010;Phoenix Suns;112;Los Angeles Lakers;124;;
5/22/2010;2010;Orlando Magic;71;Boston Celtics;94;;
5/23/2010;2010;Los Angeles Lakers;109;Phoenix Suns;118;;
5/24/2010;2010;Orlando Magic;96;Boston Celtics;92;OT;
5/25/2010;2010;Los Angeles Lakers;106;Phoenix Suns;115;;
5/26/2010;2010;Boston Celtics;92;Orlando Magic;113;;
5/27/2010;2010;Phoenix Suns;101;Los Angeles Lakers;103;;
5/28/2010;2010;Orlando Magic;84;Boston Celtics;96;;
5/29/2010;2010;Los Angeles Lakers;111;Phoenix Suns;103;;
6/3/2010;2010;Boston Celtics;89;Los Angeles Lakers;102;;
6/6/2010;2010;Boston Celtics;103;Los Angeles Lakers;94;;
6/8/2010;2010;Los Angeles Lakers;91;Boston Celtics;84;;
6/10/2010;2010;Los Angeles Lakers;89;Boston Celtics;96;;
6/13/2010;2010;Los Angeles Lakers;86;Boston Celtics;92;;
6/15/2010;2010;Boston Celtics;67;Los Angeles Lakers;89;;
6/17/2010;2010;Boston Celtics;79;Los Angeles Lakers;83;;
10/26/2010;2011;Miami Heat;80;Boston Celtics;88;;
10/26/2010;2011;Houston Rockets;110;Los Angeles Lakers;112;;
10/26/2010;2011;Phoenix Suns;92;Portland Trail Blazers;106;;
10/27/2010;2011;Boston Celtics;87;Cleveland Cavaliers;95;;
10/27/2010;2011;Charlotte Bobcats;86;Dallas Mavericks;101;;
10/27/2010;2011;Utah Jazz;88;Denver Nuggets;110;;
10/27/2010;2011;Houston Rockets;128;Golden State Warriors;132;;
10/27/2010;2011;Portland Trail Blazers;98;Los Angeles Clippers;88;;
10/27/2010;2011;Atlanta Hawks;119;Memphis Grizzlies;104;;
10/27/2010;2011;Sacramento Kings;117;Minnesota Timberwolves;116;;
10/27/2010;2011;Detroit Pistons;98;New Jersey Nets;101;;
10/27/2010;2011;Milwaukee Bucks;91;New Orleans Hornets;95;;
10/27/2010;2011;Chicago Bulls;95;Oklahoma City Thunder;106;;
10/27/2010;2011;Miami Heat;97;Philadelphia 76ers;87;;
10/27/2010;2011;Indiana Pacers;109;San Antonio Spurs;122;;
10/27/2010;2011;New York Knicks;98;Toronto Raptors;93;;
10/28/2010;2011;Washington Wizards;83;Orlando Magic;112;;
10/28/2010;2011;Phoenix Suns;110;Utah Jazz;94;;
10/29/2010;2011;New York Knicks;101;Boston Celtics;105;;
10/29/2010;2011;Indiana Pacers;104;Charlotte Bobcats;101;;
10/29/2010;2011;Memphis Grizzlies;91;Dallas Mavericks;90;;
10/29/2010;2011;Oklahoma City Thunder;105;Detroit Pistons;104;;
10/29/2010;2011;Los Angeles Clippers;91;Golden State Warriors;109;;
10/29/2010;2011;Orlando Magic;70;Miami Heat;96;;
10/29/2010;2011;Milwaukee Bucks;85;Minnesota Timberwolves;96;;
10/29/2010;2011;Sacramento Kings;100;New Jersey Nets;106;;
10/29/2010;2011;Denver Nuggets;95;New Orleans Hornets;101;;
10/29/2010;2011;Atlanta Hawks;104;Philadelphia 76ers;101;;
10/29/2010;2011;Los Angeles Lakers;114;Phoenix Suns;106;;
10/29/2010;2011;Cleveland Cavaliers;81;Toronto Raptors;101;;
10/30/2010;2011;Washington Wizards;95;Atlanta Hawks;99;;
10/30/2010;2011;Detroit Pistons;91;Chicago Bulls;101;;
10/30/2010;2011;Sacramento Kings;107;Cleveland Cavaliers;104;;
10/30/2010;2011;Denver Nuggets;107;Houston Rockets;94;;
10/30/2010;2011;Philadelphia 76ers;86;Indiana Pacers;99;;
10/30/2010;2011;Minnesota Timberwolves;89;Memphis Grizzlies;109;;
10/30/2010;2011;Charlotte Bobcats;88;Milwaukee Bucks;98;;
10/30/2010;2011;Portland Trail Blazers;100;New York Knicks;95;;
10/30/2010;2011;New Orleans Hornets;99;San Antonio Spurs;90;;
10/31/2010;2011;Dallas Mavericks;99;Los Angeles Clippers;83;;
10/31/2010;2011;Golden State Warriors;83;Los Angeles Lakers;107;;
10/31/2010;2011;Miami Heat;101;New Jersey Nets;78;;
10/31/2010;2011;Utah Jazz;120;Oklahoma City Thunder;99;;
11/1/2010;2011;Portland Trail Blazers;98;Chicago Bulls;110;;
11/1/2010;2011;San Antonio Spurs;97;Los Angeles Clippers;88;;
11/1/2010;2011;Toronto Raptors;108;Sacramento Kings;111;;
11/2/2010;2011;Atlanta Hawks;100;Cleveland Cavaliers;88;;
11/2/2010;2011;Boston Celtics;109;Detroit Pistons;86;;
11/2/2010;2011;Memphis Grizzlies;105;Los Angeles Lakers;124;;
11/2/2010;2011;Minnesota Timberwolves;97;Miami Heat;129;;
11/2/2010;2011;Portland Trail Blazers;90;Milwaukee Bucks;76;;
11/2/2010;2011;Philadelphia 76ers;115;Washington Wizards;116;OT;
11/3/2010;2011;Detroit Pistons;85;Atlanta Hawks;94;;
11/3/2010;2011;Milwaukee Bucks;102;Boston Celtics;105;OT;
11/3/2010;2011;Dallas Mavericks;102;Denver Nuggets;101;;
11/3/2010;2011;Memphis Grizzlies;109;Golden State Warriors;115;;
11/3/2010;2011;New Orleans Hornets;107;Houston Rockets;99;;
11/3/2010;2011;Oklahoma City Thunder;92;Los Angeles Clippers;107;;
11/3/2010;2011;Charlotte Bobcats;85;New Jersey Nets;83;;
11/3/2010;2011;Minnesota Timberwolves;86;Orlando Magic;128;;
11/3/2010;2011;Indiana Pacers;75;Philadelphia 76ers;101;;
11/3/2010;2011;San Antonio Spurs;112;Phoenix Suns;110;;
11/3/2010;2011;Los Angeles Lakers;112;Sacramento Kings;100;;
11/3/2010;2011;Toronto Raptors;108;Utah Jazz;125;;
11/4/2010;2011;New York Knicks;120;Chicago Bulls;112;;
11/4/2010;2011;Oklahoma City Thunder;107;Portland Trail Blazers;106;OT;
11/5/2010;2011;Chicago Bulls;105;Boston Celtics;110;OT;
11/5/2010;2011;Los Angeles Clippers;104;Denver Nuggets;111;;
11/5/2010;2011;Charlotte Bobcats;90;Detroit Pistons;97;;
11/5/2010;2011;Utah Jazz;78;Golden State Warriors;85;;
11/5/2010;2011;Milwaukee Bucks;94;Indiana Pacers;90;;
11/5/2010;2011;Toronto Raptors;103;Los Angeles Lakers;108;;
11/5/2010;2011;Atlanta Hawks;113;Minnesota Timberwolves;103;;
11/5/2010;2011;Miami Heat;93;New Orleans Hornets;96;;
11/5/2010;2011;Washington Wizards;91;New York Knicks;112;;
11/5/2010;2011;New Jersey Nets;90;Orlando Magic;105;;
11/5/2010;2011;Cleveland Cavaliers;123;Philadelphia 76ers;116;;
11/5/2010;2011;Memphis Grizzlies;118;Phoenix Suns;123;2OT;
11/6/2010;2011;Orlando Magic;91;Charlotte Bobcats;88;;
11/6/2010;2011;Denver Nuggets;103;Dallas Mavericks;92;;
11/6/2010;2011;New Jersey Nets;89;Miami Heat;101;;
11/6/2010;2011;New Orleans Hornets;87;Milwaukee Bucks;81;;
11/6/2010;2011;Toronto Raptors;84;Portland Trail Blazers;97;;
